source_folder,source_filename,source_path,language_code,language_name,country_slug_default,country_note,new_path,new_filename,asset_type,orientation,original_width,original_height,aspect_ratio,crop_applied,padding_added,alt_suggested,title_suggested,caption_suggested,page_url_pattern
ar,"ChatGPT Image 29 mars 2026, 04_06_22.png","ar/ChatGPT Image 29 mars 2026, 04_06_22.png",ar,arabic,global,default mapping only; replace with exact country when page target is known,images/ar/global/sos-expat-editorial-visual-global-arabic-square-012.webp,sos-expat-editorial-visual-global-arabic-square-012.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en arabic, format square, pour contenu média et presse.",SOS Expat press visual arabic global square,"Visuel SOS Expat utilisable pour article, média ou presse en arabic.",/{lang}/{country}/{service}
ar,"ChatGPT Image 29 mars 2026, 04_08_13.png","ar/ChatGPT Image 29 mars 2026, 04_08_13.png",ar,arabic,global,default mapping only; replace with exact country when page target is known,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-013.webp,sos-expat-editorial-visual-global-arabic-landscape-013.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic.",/{lang}/{country}/{service}
ar,"ChatGPT Image 29 mars 2026, 04_15_00.png","ar/ChatGPT Image 29 mars 2026, 04_15_00.png",ar,arabic,global,default mapping only; replace with exact country when page target is known,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-014.webp,sos-expat-editorial-visual-global-arabic-landscape-014.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic.",/{lang}/{country}/{service}
ar,"ChatGPT Image 30 mars 2026, 11_03_06.png","ar/ChatGPT Image 30 mars 2026, 11_03_06.png",ar,arabic,global,default mapping only; replace with exact country when page target is known,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-015.webp,sos-expat-editorial-visual-global-arabic-landscape-015.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic.",/{lang}/{country}/{service}
ar,"ChatGPT Image 30 mars 2026, 11_04_48.png","ar/ChatGPT Image 30 mars 2026, 11_04_48.png",ar,arabic,global,default mapping only; replace with exact country when page target is known,images/ar/global/sos-expat-editorial-visual-global-arabic-square-016.webp,sos-expat-editorial-visual-global-arabic-square-016.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en arabic, format square, pour contenu média et presse.",SOS Expat press visual arabic global square,"Visuel SOS Expat utilisable pour article, média ou presse en arabic.",/{lang}/{country}/{service}
ar,"ChatGPT Image 30 mars 2026, 11_06_12.png","ar/ChatGPT Image 30 mars 2026, 11_06_12.png",ar,arabic,global,default mapping only; replace with exact country when page target is known,images/ar/global/sos-expat-editorial-visual-global-arabic-square-017.webp,sos-expat-editorial-visual-global-arabic-square-017.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en arabic, format square, pour contenu média et presse.",SOS Expat press visual arabic global square,"Visuel SOS Expat utilisable pour article, média ou presse en arabic.",/{lang}/{country}/{service}
ar,"ChatGPT Image 30 mars 2026, 11_07_35.png","ar/ChatGPT Image 30 mars 2026, 11_07_35.png",ar,arabic,global,default mapping only; replace with exact country when page target is known,images/ar/global/sos-expat-editorial-visual-global-arabic-square-018.webp,sos-expat-editorial-visual-global-arabic-square-018.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en arabic, format square, pour contenu média et presse.",SOS Expat press visual arabic global square,"Visuel SOS Expat utilisable pour article, média ou presse en arabic.",/{lang}/{country}/{service}
ar,Logo_sos-expat_1024.png,ar/Logo_sos-expat_1024.png,ar,arabic,global,default mapping only; replace with exact country when page target is known,images/ar/global/sos-expat-logo-global-arabic-square-019.webp,sos-expat-logo-global-arabic-square-019.webp,logo,square,1024,1024,1024x1024,no,no,Logo SOS Expat version arabic global.,SOS Expat logo arabic global,Logo SOS Expat pour version arabic.,/{lang}/{country}/{service}
chine,"ChatGPT Image 29 mars 2026, 01_09_10.png","chine/ChatGPT Image 29 mars 2026, 01_09_10.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-square-001.webp,sos-expat-editorial-visual-china-chinese-square-001.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en chinese, format square, pour contenu média et presse.",SOS Expat press visual chinese china square,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 29 mars 2026, 01_10_51.png","chine/ChatGPT Image 29 mars 2026, 01_10_51.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-002.webp,sos-expat-editorial-visual-china-chinese-landscape-002.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 29 mars 2026, 01_14_48.png","chine/ChatGPT Image 29 mars 2026, 01_14_48.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-003.webp,sos-expat-editorial-visual-china-chinese-landscape-003.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 29 mars 2026, 01_18_44.png","chine/ChatGPT Image 29 mars 2026, 01_18_44.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-004.webp,sos-expat-editorial-visual-china-chinese-landscape-004.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 29 mars 2026, 01_51_09.png","chine/ChatGPT Image 29 mars 2026, 01_51_09.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-005.webp,sos-expat-editorial-visual-china-chinese-landscape-005.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 29 mars 2026, 03_16_52.png","chine/ChatGPT Image 29 mars 2026, 03_16_52.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-006.webp,sos-expat-editorial-visual-china-chinese-landscape-006.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 29 mars 2026, 03_43_25.png","chine/ChatGPT Image 29 mars 2026, 03_43_25.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-007.webp,sos-expat-editorial-visual-china-chinese-landscape-007.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 29 mars 2026, 03_55_15.png","chine/ChatGPT Image 29 mars 2026, 03_55_15.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-008.webp,sos-expat-editorial-visual-china-chinese-landscape-008.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 29 mars 2026, 03_55_49.png","chine/ChatGPT Image 29 mars 2026, 03_55_49.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-009.webp,sos-expat-editorial-visual-china-chinese-landscape-009.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 29 mars 2026, 03_56_59.png","chine/ChatGPT Image 29 mars 2026, 03_56_59.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-010.webp,sos-expat-editorial-visual-china-chinese-landscape-010.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 29 mars 2026, 04_01_48.png","chine/ChatGPT Image 29 mars 2026, 04_01_48.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-square-011.webp,sos-expat-editorial-visual-china-chinese-square-011.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en chinese, format square, pour contenu média et presse.",SOS Expat press visual chinese china square,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 29 mars 2026, 04_06_22.png","chine/ChatGPT Image 29 mars 2026, 04_06_22.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-square-012.webp,sos-expat-editorial-visual-china-chinese-square-012.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en chinese, format square, pour contenu média et presse.",SOS Expat press visual chinese china square,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 29 mars 2026, 04_08_13.png","chine/ChatGPT Image 29 mars 2026, 04_08_13.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-013.webp,sos-expat-editorial-visual-china-chinese-landscape-013.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 29 mars 2026, 04_15_00.png","chine/ChatGPT Image 29 mars 2026, 04_15_00.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-014.webp,sos-expat-editorial-visual-china-chinese-landscape-014.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 30 mars 2026, 11_03_06.png","chine/ChatGPT Image 30 mars 2026, 11_03_06.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-015.webp,sos-expat-editorial-visual-china-chinese-landscape-015.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 30 mars 2026, 11_04_48.png","chine/ChatGPT Image 30 mars 2026, 11_04_48.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-square-016.webp,sos-expat-editorial-visual-china-chinese-square-016.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en chinese, format square, pour contenu média et presse.",SOS Expat press visual chinese china square,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 30 mars 2026, 11_06_12.png","chine/ChatGPT Image 30 mars 2026, 11_06_12.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-square-017.webp,sos-expat-editorial-visual-china-chinese-square-017.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en chinese, format square, pour contenu média et presse.",SOS Expat press visual chinese china square,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,"ChatGPT Image 30 mars 2026, 11_07_35.png","chine/ChatGPT Image 30 mars 2026, 11_07_35.png",zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-editorial-visual-china-chinese-square-018.webp,sos-expat-editorial-visual-china-chinese-square-018.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en chinese, format square, pour contenu média et presse.",SOS Expat press visual chinese china square,"Visuel SOS Expat utilisable pour article, média ou presse en chinese.",/{lang}/{country}/{service}
chine,Logo_sos-expat_1024.png,chine/Logo_sos-expat_1024.png,zh,chinese,china,default mapping only; replace with exact country when page target is known,images/zh/china/sos-expat-logo-china-chinese-square-019.webp,sos-expat-logo-china-chinese-square-019.webp,logo,square,1024,1024,1024x1024,no,no,Logo SOS Expat version chinese china.,SOS Expat logo chinese china,Logo SOS Expat pour version chinese.,/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 01_09_10.png","de/ChatGPT Image 29 mars 2026, 01_09_10.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-square-001.webp,sos-expat-editorial-visual-germany-german-square-001.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 01_10_51.png","de/ChatGPT Image 29 mars 2026, 01_10_51.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-002.webp,sos-expat-editorial-visual-germany-german-landscape-002.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 01_14_48.png","de/ChatGPT Image 29 mars 2026, 01_14_48.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-003.webp,sos-expat-editorial-visual-germany-german-landscape-003.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 01_18_44.png","de/ChatGPT Image 29 mars 2026, 01_18_44.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-004.webp,sos-expat-editorial-visual-germany-german-landscape-004.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 01_51_09.png","de/ChatGPT Image 29 mars 2026, 01_51_09.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-005.webp,sos-expat-editorial-visual-germany-german-landscape-005.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 03_06_18.png","de/ChatGPT Image 29 mars 2026, 03_06_18.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-006.webp,sos-expat-editorial-visual-germany-german-landscape-006.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 03_16_52.png","de/ChatGPT Image 29 mars 2026, 03_16_52.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-007.webp,sos-expat-editorial-visual-germany-german-landscape-007.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 03_43_25.png","de/ChatGPT Image 29 mars 2026, 03_43_25.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-008.webp,sos-expat-editorial-visual-germany-german-landscape-008.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 03_55_15.png","de/ChatGPT Image 29 mars 2026, 03_55_15.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-009.webp,sos-expat-editorial-visual-germany-german-landscape-009.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 03_55_49.png","de/ChatGPT Image 29 mars 2026, 03_55_49.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-010.webp,sos-expat-editorial-visual-germany-german-landscape-010.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 03_56_59.png","de/ChatGPT Image 29 mars 2026, 03_56_59.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-011.webp,sos-expat-editorial-visual-germany-german-landscape-011.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 04_01_48.png","de/ChatGPT Image 29 mars 2026, 04_01_48.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-square-012.webp,sos-expat-editorial-visual-germany-german-square-012.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 04_03_43.png","de/ChatGPT Image 29 mars 2026, 04_03_43.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-square-013.webp,sos-expat-editorial-visual-germany-german-square-013.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 04_06_22.png","de/ChatGPT Image 29 mars 2026, 04_06_22.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-square-014.webp,sos-expat-editorial-visual-germany-german-square-014.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
